Order_ID,Customer_ID,Employee_ID,Order_Date,Order_Time,Payment_Method,Order_Type,Month,Day,Year,Weekend,Order_Detail_ID,Item_ID,Quantity,Item_Name,Category,Cost_Price,Selling_Price,Name,Gender,Age,City,Member,Employee_Name,Shift,Revenue,Cost,Profit
O00068,C076,E01,2025-04-04,18:22,UPI,Dine In,April,Friday,2025,False,137,1012,3,Muffin,Dessert,101,166,Simran Joshi,Female,23,Ajmer,No,Amit,Morning,498,303,195
O00068,C076,E01,2025-04-04,18:22,UPI,Dine In,April,Friday,2025,False,138,1013,2,Veg Sandwich,Food,113,242,Simran Joshi,Female,23,Ajmer,No,Amit,Morning,484,226,258
O00069,C083,E01,2025-03-25,17:13,UPI,Takeaway,March,Tuesday,2025,False,139,1014,1,Paneer Sandwich,Food,99,192,Simran Gupta,Male,48,Udaipur,No,Amit,Morning,192,99,93
O00069,C083,E01,2025-03-25,17:13,UPI,Takeaway,March,Tuesday,2025,False,140,1011,2,Cheesecake,Dessert,107,150,Simran Gupta,Male,48,Udaipur,No,Amit,Morning,300,214,86
O00070,C057,E01,2025-05-11,00:31,Card,Takeaway,May,Sunday,2025,True,141,1005,2,Mocha,Coffee,43,169,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,338,86,252
O00070,C057,E01,2025-05-11,00:31,Card,Takeaway,May,Sunday,2025,True,142,1002,3,Americano,Coffee,33,167,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,501,99,402
O00070,C057,E01,2025-05-11,00:31,Card,Takeaway,May,Sunday,2025,True,143,1003,3,Cappuccino,Coffee,65,136,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,408,195,213
O00071,C071,E03,2025-04-17,21:29,UPI,Takeaway,April,Thursday,2025,False,144,1014,3,Paneer Sandwich,Food,99,192,Ishita Singh,Female,36,Alwar,Yes,Rahul,Morning,576,297,279
O00071,C071,E03,2025-04-17,21:29,UPI,Takeaway,April,Thursday,2025,False,145,1002,1,Americano,Coffee,33,167,Ishita Singh,Female,36,Alwar,Yes,Rahul,Morning,167,33,134
O00072,C084,E05,2025-06-05,13:54,Cash,Dine In,June,Thursday,2025,False,146,1015,1,Pasta,Food,58,155,Ananya Joshi,Female,51,Udaipur,Yes,Karan,Morning,155,58,97
O00072,C084,E05,2025-06-05,13:54,Cash,Dine In,June,Thursday,2025,False,147,1016,2,Burger,Food,105,180,Ananya Joshi,Female,51,Udaipur,Yes,Karan,Morning,360,210,150
O00073,C059,E04,2025-03-04,00:48,UPI,Dine In,March,Tuesday,2025,False,148,1014,3,Paneer Sandwich,Food,99,192,Rohan Singh,Female,27,Ajmer,Yes,Sneha,Evening,576,297,279
O00073,C059,E04,2025-03-04,00:48,UPI,Dine In,March,Tuesday,2025,False,149,1006,2,Flat White,Coffee,99,150,Rohan Singh,Female,27,Ajmer,Yes,Sneha,Evening,300,198,102
O00074,C020,E04,2025-03-10,11:20,UPI,Dine In,March,Monday,2025,False,150,1014,1,Paneer Sandwich,Food,99,192,Priya Singh,Male,52,Alwar,Yes,Sneha,Evening,192,99,93
O00075,C095,E03,2025-05-16,21:09,Cash,Dine In,May,Friday,2025,False,151,1011,2,Cheesecake,Dessert,107,150,Aarav Singh,Female,38,Ajmer,No,Rahul,Morning,300,214,86
O00075,C095,E03,2025-05-16,21:09,Cash,Dine In,May,Friday,2025,False,152,1016,2,Burger,Food,105,180,Aarav Singh,Female,38,Ajmer,No,Rahul,Morning,360,210,150
O00075,C095,E03,2025-05-16,21:09,Cash,Dine In,May,Friday,2025,False,153,1002,3,Americano,Coffee,33,167,Aarav Singh,Female,38,Ajmer,No,Rahul,Morning,501,99,402
O00076,C097,E04,2025-06-21,15:51,Card,Dine In,June,Saturday,2025,True,154,1010,1,Brownie,Dessert,59,163,Rohan Gupta,Male,52,Jaipur,No,Sneha,Evening,163,59,104
O00076,C097,E04,2025-06-21,15:51,Card,Dine In,June,Saturday,2025,True,155,1006,3,Flat White,Coffee,99,150,Rohan Gupta,Male,52,Jaipur,No,Sneha,Evening,450,297,153
O00077,C028,E02,2025-04-03,16:55,Cash,Dine In,April,Thursday,2025,False,156,1012,3,Muffin,Dessert,101,166,Yash Meena,Male,55,Ajmer,Yes,Pooja,Morning,498,303,195
O00078,C015,E03,2025-03-09,05:53,UPI,Takeaway,March,Sunday,2025,True,157,1001,3,Espresso,Coffee,111,165,Priya Joshi,Female,22,Udaipur,No,Rahul,Morning,495,333,162
O00078,C015,E03,2025-03-09,05:53,UPI,Takeaway,March,Sunday,2025,True,158,1010,2,Brownie,Dessert,59,163,Priya Joshi,Female,22,Udaipur,No,Rahul,Morning,326,118,208
O00078,C015,E03,2025-03-09,05:53,UPI,Takeaway,March,Sunday,2025,True,159,1011,1,Cheesecake,Dessert,107,150,Priya Joshi,Female,22,Udaipur,No,Rahul,Morning,150,107,43
O00079,C035,E03,2025-02-03,04:14,Card,Takeaway,February,Monday,2025,False,160,1006,1,Flat White,Coffee,99,150,Priya Gupta,Male,35,Udaipur,Yes,Rahul,Morning,150,99,51
O00080,C085,E04,2025-04-14,10:17,UPI,Dine In,April,Monday,2025,False,161,1007,2,Masala Tea,Tea,105,199,Vikas Gupta,Male,36,Ajmer,No,Sneha,Evening,398,210,188
O00081,C059,E03,2025-03-18,18:16,UPI,Takeaway,March,Tuesday,2025,False,162,1011,3,Cheesecake,Dessert,107,150,Rohan Singh,Female,27,Ajmer,Yes,Rahul,Morning,450,321,129
O00081,C059,E03,2025-03-18,18:16,UPI,Takeaway,March,Tuesday,2025,False,163,1013,1,Veg Sandwich,Food,113,242,Rohan Singh,Female,27,Ajmer,Yes,Rahul,Morning,242,113,129
O00081,C059,E03,2025-03-18,18:16,UPI,Takeaway,March,Tuesday,2025,False,164,1010,1,Brownie,Dessert,59,163,Rohan Singh,Female,27,Ajmer,Yes,Rahul,Morning,163,59,104
O00082,C021,E05,2025-01-29,15:44,UPI,Dine In,January,Wednesday,2025,False,165,1015,2,Pasta,Food,58,155,Yash Singh,Female,19,Jaipur,No,Karan,Morning,310,116,194
O00082,C021,E05,2025-01-29,15:44,UPI,Dine In,January,Wednesday,2025,False,166,1011,2,Cheesecake,Dessert,107,150,Yash Singh,Female,19,Jaipur,No,Karan,Morning,300,214,86
O00083,C057,E04,2025-04-21,20:21,UPI,Dine In,April,Monday,2025,False,167,1014,2,Paneer Sandwich,Food,99,192,Yash Meena,Male,45,Ajmer,Yes,Sneha,Evening,384,198,186
O00083,C057,E04,2025-04-21,20:21,UPI,Dine In,April,Monday,2025,False,168,1002,3,Americano,Coffee,33,167,Yash Meena,Male,45,Ajmer,Yes,Sneha,Evening,501,99,402
O00084,C076,E04,2025-05-04,20:21,UPI,Takeaway,May,Sunday,2025,True,169,1008,2,Green Tea,Tea,34,77,Simran Joshi,Female,23,Ajmer,No,Sneha,Evening,154,68,86
O00085,C077,E01,2025-06-29,13:06,UPI,Takeaway,June,Sunday,2025,True,170,1005,2,Mocha,Coffee,43,169,Ananya Verma,Male,19,Jaipur,Yes,Amit,Morning,338,86,252
O00086,C042,E01,2025-02-23,00:36,UPI,Takeaway,February,Sunday,2025,True,171,1005,2,Mocha,Coffee,43,169,Aarav Meena,Male,29,Jaipur,Yes,Amit,Morning,338,86,252
O00087,C091,E02,2025-04-08,06:53,UPI,Takeaway,April,Tuesday,2025,False,172,1013,3,Veg Sandwich,Food,113,242,Kabir Verma,Female,45,Udaipur,Yes,Pooja,Morning,726,339,387
O00088,C056,E01,2025-01-09,00:49,UPI,Dine In,January,Thursday,2025,False,173,1014,2,Paneer Sandwich,Food,99,192,Rohan Sharma,Male,52,Jaipur,No,Amit,Morning,384,198,186
O00088,C056,E01,2025-01-09,00:49,UPI,Dine In,January,Thursday,2025,False,174,1010,3,Brownie,Dessert,59,163,Rohan Sharma,Male,52,Jaipur,No,Amit,Morning,489,177,312
O00089,C054,E03,2025-04-27,20:49,UPI,Dine In,April,Sunday,2025,True,175,1006,3,Flat White,Coffee,99,150,Vikas Sharma,Male,39,Ajmer,No,Rahul,Morning,450,297,153
O00089,C054,E03,2025-04-27,20:49,UPI,Dine In,April,Sunday,2025,True,176,1013,2,Veg Sandwich,Food,113,242,Vikas Sharma,Male,39,Ajmer,No,Rahul,Morning,484,226,258
O00090,C089,E03,2025-06-01,19:10,UPI,Dine In,June,Sunday,2025,True,177,1014,3,Paneer Sandwich,Food,99,192,Ishita Gupta,Male,54,Udaipur,No,Rahul,Morning,576,297,279
O00091,C068,E01,2025-03-15,05:35,UPI,Takeaway,March,Saturday,2025,True,178,1011,1,Cheesecake,Dessert,107,150,Ishita Meena,Male,34,Jaipur,No,Amit,Morning,150,107,43
O00091,C068,E01,2025-03-15,05:35,UPI,Takeaway,March,Saturday,2025,True,179,1004,1,Latte,Coffee,58,115,Ishita Meena,Male,34,Jaipur,No,Amit,Morning,115,58,57
O00091,C068,E01,2025-03-15,05:35,UPI,Takeaway,March,Saturday,2025,True,180,1006,3,Flat White,Coffee,99,150,Ishita Meena,Male,34,Jaipur,No,Amit,Morning,450,297,153
O00092,C015,E05,2025-04-26,14:36,UPI,Takeaway,April,Saturday,2025,True,181,1005,1,Mocha,Coffee,43,169,Priya Joshi,Female,22,Udaipur,No,Karan,Morning,169,43,126
O00092,C015,E05,2025-04-26,14:36,UPI,Takeaway,April,Saturday,2025,True,182,1004,1,Latte,Coffee,58,115,Priya Joshi,Female,22,Udaipur,No,Karan,Morning,115,58,57
O00093,C026,E02,2025-02-16,22:20,UPI,Dine In,February,Sunday,2025,True,183,1016,2,Burger,Food,105,180,Vikas Gupta,Female,46,Alwar,No,Pooja,Morning,360,210,150
O00094,C073,E05,2025-05-18,16:13,UPI,Takeaway,May,Sunday,2025,True,184,1011,1,Cheesecake,Dessert,107,150,Ishita Meena,Male,37,Kota,Yes,Karan,Morning,150,107,43
O00094,C073,E05,2025-05-18,16:13,UPI,Takeaway,May,Sunday,2025,True,185,1003,2,Cappuccino,Coffee,65,136,Ishita Meena,Male,37,Kota,Yes,Karan,Morning,272,130,142
O00094,C073,E05,2025-05-18,16:13,UPI,Takeaway,May,Sunday,2025,True,186,1008,2,Green Tea,Tea,34,77,Ishita Meena,Male,37,Kota,Yes,Karan,Morning,154,68,86
O00095,C039,E03,2025-04-26,06:33,UPI,Takeaway,April,Saturday,2025,True,187,1003,2,Cappuccino,Coffee,65,136,Ishita Singh,Female,36,Udaipur,No,Rahul,Morning,272,130,142
O00095,C039,E03,2025-04-26,06:33,UPI,Takeaway,April,Saturday,2025,True,188,1005,1,Mocha,Coffee,43,169,Ishita Singh,Female,36,Udaipur,No,Rahul,Morning,169,43,126
O00095,C039,E03,2025-04-26,06:33,UPI,Takeaway,April,Saturday,2025,True,189,1008,1,Green Tea,Tea,34,77,Ishita Singh,Female,36,Udaipur,No,Rahul,Morning,77,34,43
O00096,C037,E01,2025-03-09,11:02,UPI,Dine In,March,Sunday,2025,True,190,1013,3,Veg Sandwich,Food,113,242,Rohan Verma,Male,44,Udaipur,No,Amit,Morning,726,339,387
O00096,C037,E01,2025-03-09,11:02,UPI,Dine In,March,Sunday,2025,True,191,1008,3,Green Tea,Tea,34,77,Rohan Verma,Male,44,Udaipur,No,Amit,Morning,231,102,129
O00096,C037,E01,2025-03-09,11:02,UPI,Dine In,March,Sunday,2025,True,192,1010,1,Brownie,Dessert,59,163,Rohan Verma,Male,44,Udaipur,No,Amit,Morning,163,59,104
O00097,C074,E02,2025-03-24,04:54,UPI,Takeaway,March,Monday,2025,False,193,1005,1,Mocha,Coffee,43,169,Ishita Meena,Female,47,Udaipur,No,Pooja,Morning,169,43,126
O00097,C074,E02,2025-03-24,04:54,UPI,Takeaway,March,Monday,2025,False,194,1001,2,Espresso,Coffee,111,165,Ishita Meena,Female,47,Udaipur,No,Pooja,Morning,330,222,108
O00097,C074,E02,2025-03-24,04:54,UPI,Takeaway,March,Monday,2025,False,195,1008,3,Green Tea,Tea,34,77,Ishita Meena,Female,47,Udaipur,No,Pooja,Morning,231,102,129
O00098,C065,E02,2025-01-16,16:26,UPI,Takeaway,January,Thursday,2025,False,196,1006,2,Flat White,Coffee,99,150,Simran Singh,Male,25,Kota,Yes,Pooja,Morning,300,198,102
O00098,C065,E02,2025-01-16,16:26,UPI,Takeaway,January,Thursday,2025,False,197,1016,2,Burger,Food,105,180,Simran Singh,Male,25,Kota,Yes,Pooja,Morning,360,210,150
O00099,C053,E03,2025-03-12,20:38,Cash,Dine In,March,Wednesday,2025,False,198,1011,1,Cheesecake,Dessert,107,150,Simran Gupta,Female,21,Jaipur,No,Rahul,Morning,150,107,43
O00099,C053,E03,2025-03-12,20:38,Cash,Dine In,March,Wednesday,2025,False,199,1002,3,Americano,Coffee,33,167,Simran Gupta,Female,21,Jaipur,No,Rahul,Morning,501,99,402
O00099,C053,E03,2025-03-12,20:38,Cash,Dine In,March,Wednesday,2025,False,200,1006,3,Flat White,Coffee,99,150,Simran Gupta,Female,21,Jaipur,No,Rahul,Morning,450,297,153
O00100,C037,E03,2025-03-12,16:55,Cash,Dine In,March,Wednesday,2025,False,201,1003,3,Cappuccino,Coffee,65,136,Rohan Verma,Male,44,Udaipur,No,Rahul,Morning,408,195,213
O00100,C037,E03,2025-03-12,16:55,Cash,Dine In,March,Wednesday,2025,False,202,1010,1,Brownie,Dessert,59,163,Rohan Verma,Male,44,Udaipur,No,Rahul,Morning,163,59,104
O00101,C045,E03,2025-06-17,05:19,Card,Takeaway,June,Tuesday,2025,False,203,1003,2,Cappuccino,Coffee,65,136,Vikas Verma,Female,33,Kota,No,Rahul,Morning,272,130,142
O00102,C049,E03,2025-04-13,01:58,Cash,Dine In,April,Sunday,2025,True,204,1014,1,Paneer Sandwich,Food,99,192,Neha Singh,Male,46,Alwar,No,Rahul,Morning,192,99,93
O00102,C049,E03,2025-04-13,01:58,Cash,Dine In,April,Sunday,2025,True,205,1009,2,Lemon Tea,Tea,41,108,Neha Singh,Male,46,Alwar,No,Rahul,Morning,216,82,134
O00102,C049,E03,2025-04-13,01:58,Cash,Dine In,April,Sunday,2025,True,206,1006,2,Flat White,Coffee,99,150,Neha Singh,Male,46,Alwar,No,Rahul,Morning,300,198,102
O00103,C028,E03,2025-02-03,03:34,Card,Takeaway,February,Monday,2025,False,207,1008,1,Green Tea,Tea,34,77,Yash Meena,Male,55,Ajmer,Yes,Rahul,Morning,77,34,43
O00104,C010,E03,2025-01-29,12:57,Cash,Dine In,January,Wednesday,2025,False,208,1002,3,Americano,Coffee,33,167,Aarav Singh,Female,35,Jaipur,Yes,Rahul,Morning,501,99,402
O00104,C010,E03,2025-01-29,12:57,Cash,Dine In,January,Wednesday,2025,False,209,1011,1,Cheesecake,Dessert,107,150,Aarav Singh,Female,35,Jaipur,Yes,Rahul,Morning,150,107,43
O00104,C010,E03,2025-01-29,12:57,Cash,Dine In,January,Wednesday,2025,False,210,1006,3,Flat White,Coffee,99,150,Aarav Singh,Female,35,Jaipur,Yes,Rahul,Morning,450,297,153
O00105,C020,E02,2025-03-10,21:54,UPI,Dine In,March,Monday,2025,False,211,1015,2,Pasta,Food,58,155,Priya Singh,Male,52,Alwar,Yes,Pooja,Morning,310,116,194
O00105,C020,E02,2025-03-10,21:54,UPI,Dine In,March,Monday,2025,False,212,1001,3,Espresso,Coffee,111,165,Priya Singh,Male,52,Alwar,Yes,Pooja,Morning,495,333,162
O00105,C020,E02,2025-03-10,21:54,UPI,Dine In,March,Monday,2025,False,213,1007,3,Masala Tea,Tea,105,199,Priya Singh,Male,52,Alwar,Yes,Pooja,Morning,597,315,282
O00106,C057,E05,2025-02-13,13:47,UPI,Takeaway,February,Thursday,2025,False,214,1008,2,Green Tea,Tea,34,77,Yash Meena,Male,45,Ajmer,Yes,Karan,Morning,154,68,86
O00107,C061,E02,2025-06-26,02:45,UPI,Takeaway,June,Thursday,2025,False,215,1010,2,Brownie,Dessert,59,163,Ananya Singh,Male,24,Udaipur,Yes,Pooja,Morning,326,118,208
O00107,C061,E02,2025-06-26,02:45,UPI,Takeaway,June,Thursday,2025,False,216,1013,3,Veg Sandwich,Food,113,242,Ananya Singh,Male,24,Udaipur,Yes,Pooja,Morning,726,339,387
O00108,C054,E02,2025-04-07,08:30,Cash,Dine In,April,Monday,2025,False,217,1002,2,Americano,Coffee,33,167,Vikas Sharma,Male,39,Ajmer,No,Pooja,Morning,334,66,268
O00108,C054,E02,2025-04-07,08:30,Cash,Dine In,April,Monday,2025,False,218,1011,2,Cheesecake,Dessert,107,150,Vikas Sharma,Male,39,Ajmer,No,Pooja,Morning,300,214,86
O00109,C014,E05,2025-04-12,06:49,Card,Takeaway,April,Saturday,2025,True,219,1006,2,Flat White,Coffee,99,150,Simran Gupta,Male,21,Jaipur,Yes,Karan,Morning,300,198,102
O00110,C066,E02,2025-03-24,03:06,Cash,Dine In,March,Monday,2025,False,220,1015,2,Pasta,Food,58,155,Yash Singh,Male,24,Alwar,No,Pooja,Morning,310,116,194
O00111,C004,E04,2025-06-19,17:17,UPI,Takeaway,June,Thursday,2025,False,221,1013,1,Veg Sandwich,Food,113,242,Ishita Sharma,Female,41,Alwar,Yes,Sneha,Evening,242,113,129
O00112,C029,E01,2025-03-10,14:01,UPI,Dine In,March,Monday,2025,False,222,1011,1,Cheesecake,Dessert,107,150,Rohan Joshi,Male,32,Jaipur,Yes,Amit,Morning,150,107,43
O00112,C029,E01,2025-03-10,14:01,UPI,Dine In,March,Monday,2025,False,223,1013,1,Veg Sandwich,Food,113,242,Rohan Joshi,Male,32,Jaipur,Yes,Amit,Morning,242,113,129
O00112,C029,E01,2025-03-10,14:01,UPI,Dine In,March,Monday,2025,False,224,1003,2,Cappuccino,Coffee,65,136,Rohan Joshi,Male,32,Jaipur,Yes,Amit,Morning,272,130,142
O00113,C061,E02,2025-06-17,08:09,Cash,Takeaway,June,Tuesday,2025,False,225,1001,1,Espresso,Coffee,111,165,Ananya Singh,Male,24,Udaipur,Yes,Pooja,Morning,165,111,54
O00113,C061,E02,2025-06-17,08:09,Cash,Takeaway,June,Tuesday,2025,False,226,1015,1,Pasta,Food,58,155,Ananya Singh,Male,24,Udaipur,Yes,Pooja,Morning,155,58,97
O00114,C028,E02,2025-02-16,22:08,UPI,Takeaway,February,Sunday,2025,True,227,1010,1,Brownie,Dessert,59,163,Yash Meena,Male,55,Ajmer,Yes,Pooja,Morning,163,59,104
O00115,C016,E01,2025-02-25,03:44,UPI,Takeaway,February,Tuesday,2025,False,228,1004,2,Latte,Coffee,58,115,Yash Gupta,Female,53,Jaipur,Yes,Amit,Morning,230,116,114
O00116,C069,E01,2025-04-19,23:11,UPI,Dine In,April,Saturday,2025,True,229,1005,1,Mocha,Coffee,43,169,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,169,43,126
O00116,C069,E01,2025-04-19,23:11,UPI,Dine In,April,Saturday,2025,True,230,1016,3,Burger,Food,105,180,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,540,315,225
O00116,C069,E01,2025-04-19,23:11,UPI,Dine In,April,Saturday,2025,True,231,1007,2,Masala Tea,Tea,105,199,Aarav Meena,Male,41,Udaipur,Yes,Amit,Morning,398,210,188
O00117,C074,E04,2025-02-14,03:02,UPI,Dine In,February,Friday,2025,False,232,1012,3,Muffin,Dessert,101,166,Ishita Meena,Female,47,Udaipur,No,Sneha,Evening,498,303,195
O00117,C074,E04,2025-02-14,03:02,UPI,Dine In,February,Friday,2025,False,233,1002,3,Americano,Coffee,33,167,Ishita Meena,Female,47,Udaipur,No,Sneha,Evening,501,99,402
O00117,C074,E04,2025-02-14,03:02,UPI,Dine In,February,Friday,2025,False,234,1009,3,Lemon Tea,Tea,41,108,Ishita Meena,Female,47,Udaipur,No,Sneha,Evening,324,123,201
O00118,C003,E04,2025-04-12,05:07,Card,Dine In,April,Saturday,2025,True,235,1013,3,Veg Sandwich,Food,113,242,Neha Singh,Female,20,Udaipur,Yes,Sneha,Evening,726,339,387
O00118,C003,E04,2025-04-12,05:07,Card,Dine In,April,Saturday,2025,True,236,1006,1,Flat White,Coffee,99,150,Neha Singh,Female,20,Udaipur,Yes,Sneha,Evening,150,99,51
O00118,C003,E04,2025-04-12,05:07,Card,Dine In,April,Saturday,2025,True,237,1005,2,Mocha,Coffee,43,169,Neha Singh,Female,20,Udaipur,Yes,Sneha,Evening,338,86,252
O00119,C009,E03,2025-05-24,21:05,UPI,Dine In,May,Saturday,2025,True,238,1011,2,Cheesecake,Dessert,107,150,Vikas Joshi,Male,38,Jaipur,Yes,Rahul,Morning,300,214,86
O00119,C009,E03,2025-05-24,21:05,UPI,Dine In,May,Saturday,2025,True,239,1003,3,Cappuccino,Coffee,65,136,Vikas Joshi,Male,38,Jaipur,Yes,Rahul,Morning,408,195,213
O00119,C009,E03,2025-05-24,21:05,UPI,Dine In,May,Saturday,2025,True,240,1001,2,Espresso,Coffee,111,165,Vikas Joshi,Male,38,Jaipur,Yes,Rahul,Morning,330,222,108
O00120,C083,E02,2025-05-29,10:16,Cash,Takeaway,May,Thursday,2025,False,241,1016,1,Burger,Food,105,180,Simran Gupta,Male,48,Udaipur,No,Pooja,Morning,180,105,75
O00120,C083,E02,2025-05-29,10:16,Cash,Takeaway,May,Thursday,2025,False,242,1011,1,Cheesecake,Dessert,107,150,Simran Gupta,Male,48,Udaipur,No,Pooja,Morning,150,107,43
O00120,C083,E02,2025-05-29,10:16,Cash,Takeaway,May,Thursday,2025,False,243,1003,3,Cappuccino,Coffee,65,136,Simran Gupta,Male,48,Udaipur,No,Pooja,Morning,408,195,213
O00121,C059,E01,2025-05-22,15:13,UPI,Dine In,May,Thursday,2025,False,244,1002,2,Americano,Coffee,33,167,Rohan Singh,Female,27,Ajmer,Yes,Amit,Morning,334,66,268
O00122,C040,E05,2025-06-20,05:57,UPI,Takeaway,June,Friday,2025,False,245,1002,3,Americano,Coffee,33,167,Priya Verma,Female,31,Jaipur,Yes,Karan,Morning,501,99,402
O00122,C040,E05,2025-06-20,05:57,UPI,Takeaway,June,Friday,2025,False,246,1013,1,Veg Sandwich,Food,113,242,Priya Verma,Female,31,Jaipur,Yes,Karan,Morning,242,113,129
O00123,C046,E01,2025-02-22,10:02,Card,Takeaway,February,Saturday,2025,True,247,1004,2,Latte,Coffee,58,115,Priya Joshi,Female,47,Kota,Yes,Amit,Morning,230,116,114
O00123,C046,E01,2025-02-22,10:02,Card,Takeaway,February,Saturday,2025,True,248,1013,2,Veg Sandwich,Food,113,242,Priya Joshi,Female,47,Kota,Yes,Amit,Morning,484,226,258
O00124,C052,E04,2025-06-12,06:13,Card,Takeaway,June,Thursday,2025,False,249,1006,3,Flat White,Coffee,99,150,Vikas Singh,Male,39,Ajmer,No,Sneha,Evening,450,297,153
O00124,C052,E04,2025-06-12,06:13,Card,Takeaway,June,Thursday,2025,False,250,1008,2,Green Tea,Tea,34,77,Vikas Singh,Male,39,Ajmer,No,Sneha,Evening,154,68,86
O00125,C067,E03,2025-03-09,04:57,Cash,Takeaway,March,Sunday,2025,True,251,1014,3,Paneer Sandwich,Food,99,192,Neha Joshi,Female,45,Alwar,Yes,Rahul,Morning,576,297,279
O00126,C024,E05,2025-05-31,00:51,UPI,Dine In,May,Saturday,2025,True,252,1011,3,Cheesecake,Dessert,107,150,Priya Joshi,Female,53,Ajmer,No,Karan,Morning,450,321,129
O00127,C040,E04,2025-02-24,03:40,UPI,Takeaway,February,Monday,2025,False,253,1015,2,Pasta,Food,58,155,Priya Verma,Female,31,Jaipur,Yes,Sneha,Evening,310,116,194
O00128,C006,E03,2025-03-23,17:32,UPI,Takeaway,March,Sunday,2025,True,254,1002,3,Americano,Coffee,33,167,Rohan Gupta,Female,47,Kota,Yes,Rahul,Morning,501,99,402
O00128,C006,E03,2025-03-23,17:32,UPI,Takeaway,March,Sunday,2025,True,255,1016,3,Burger,Food,105,180,Rohan Gupta,Female,47,Kota,Yes,Rahul,Morning,540,315,225
O00129,C047,E05,2025-03-16,06:45,Cash,Dine In,March,Sunday,2025,True,256,1005,3,Mocha,Coffee,43,169,Aarav Gupta,Male,22,Alwar,Yes,Karan,Morning,507,129,378
O00130,C057,E01,2025-05-04,18:36,UPI,Dine In,May,Sunday,2025,True,257,1012,3,Muffin,Dessert,101,166,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,498,303,195
O00130,C057,E01,2025-05-04,18:36,UPI,Dine In,May,Sunday,2025,True,258,1006,1,Flat White,Coffee,99,150,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,150,99,51
O00130,C057,E01,2025-05-04,18:36,UPI,Dine In,May,Sunday,2025,True,259,1007,3,Masala Tea,Tea,105,199,Yash Meena,Male,45,Ajmer,Yes,Amit,Morning,597,315,282
O00131,C087,E04,2025-01-29,06:22,Card,Takeaway,January,Wednesday,2025,False,260,1003,1,Cappuccino,Coffee,65,136,Ishita Joshi,Male,31,Jaipur,No,Sneha,Evening,136,65,71
O00131,C087,E04,2025-01-29,06:22,Card,Takeaway,January,Wednesday,2025,False,261,1010,3,Brownie,Dessert,59,163,Ishita Joshi,Male,31,Jaipur,No,Sneha,Evening,489,177,312
O00132,C051,E03,2025-03-09,03:13,UPI,Dine In,March,Sunday,2025,True,262,1001,3,Espresso,Coffee,111,165,Priya Singh,Male,24,Alwar,Yes,Rahul,Morning,495,333,162
O00133,C064,E05,2025-02-04,04:51,UPI,Dine In,February,Tuesday,2025,False,263,1009,2,Lemon Tea,Tea,41,108,Vikas Sharma,Female,40,Alwar,No,Karan,Morning,216,82,134
O00133,C064,E05,2025-02-04,04:51,UPI,Dine In,February,Tuesday,2025,False,264,1012,1,Muffin,Dessert,101,166,Vikas Sharma,Female,40,Alwar,No,Karan,Morning,166,101,65
O00134,C037,E04,2025-04-22,17:19,UPI,Dine In,April,Tuesday,2025,False,265,1015,1,Pasta,Food,58,155,Rohan Verma,Male,44,Udaipur,No,Sneha,Evening,155,58,97
O00135,C092,E04,2025-06-13,22:23,Card,Takeaway,June,Friday,2025,False,266,1012,3,Muffin,Dessert,101,166,Ishita Singh,Female,28,Udaipur,Yes,Sneha,Evening,498,303,195
O00135,C092,E04,2025-06-13,22:23,Card,Takeaway,June,Friday,2025,False,267,1016,3,Burger,Food,105,180,Ishita Singh,Female,28,Udaipur,Yes,Sneha,Evening,540,315,225
O00135,C092,E04,2025-06-13,22:23,Card,Takeaway,June,Friday,2025,False,268,1002,2,Americano,Coffee,33,167,Ishita Singh,Female,28,Udaipur,Yes,Sneha,Evening,334,66,268
O00136,C039,E02,2025-06-12,14:17,Cash,Dine In,June,Thursday,2025,False,269,1008,1,Green Tea,Tea,34,77,Ishita Singh,Female,36,Udaipur,No,Pooja,Morning,77,34,43
O00136,C039,E02,2025-06-12,14:17,Cash,Dine In,June,Thursday,2025,False,270,1002,1,Americano,Coffee,33,167,Ishita Singh,Female,36,Udaipur,No,Pooja,Morning,167,33,134
O00137,C064,E01,2025-02-13,10:18,UPI,Takeaway,February,Thursday,2025,False,271,1005,1,Mocha,Coffee,43,169,Vikas Sharma,Female,40,Alwar,No,Amit,Morning,169,43,126
O00137,C064,E01,2025-02-13,10:18,UPI,Takeaway,February,Thursday,2025,False,272,1010,1,Brownie,Dessert,59,163,Vikas Sharma,Female,40,Alwar,No,Amit,Morning,163,59,104
O00138,C051,E04,2025-02-26,15:18,UPI,Takeaway,February,Wednesday,2025,False,273,1003,3,Cappuccino,Coffee,65,136,Priya Singh,Male,24,Alwar,Yes,Sneha,Evening,408,195,213
O00138,C051,E04,2025-02-26,15:18,UPI,Takeaway,February,Wednesday,2025,False,274,1016,1,Burger,Food,105,180,Priya Singh,Male,24,Alwar,Yes,Sneha,Evening,180,105,75
